Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West_Virginia,Wisconsin,Wyoming
20091023,2,0,4,0,17,2,1,1,1,2,3,0,1,1,0,1,0,3,1,1,2,0,6,1,3,1,0,0,0,0,2,3,3,5,0,1,3,0,1,0,5,0,5,10,1,0,4,1,0,2,0
20091024,3,0,7,1,8,3,1,0,0,11,4,0,1,0,0,0,0,1,5,0,3,0,2,2,1,3,0,0,1,0,3,1,3,5,1,3,3,2,3,0,4,0,2,10,0,0,4,1,0,1,0
20091025,4,0,0,2,6,3,2,0,0,4,1,0,1,4,2,0,2,0,2,0,2,5,5,0,4,1,0,1,0,1,0,0,4,3,0,2,0,0,5,1,3,1,7,11,1,0,3,2,1,1,0
20091026,0,0,3,2,7,0,3,0,0,4,0,0,0,0,1,2,1,2,0,0,0,1,2,0,0,2,0,2,0,1,2,0,3,3,0,1,0,1,2,0,5,1,2,4,0,0,2,0,4,1,0
20091027,2,0,2,1,5,1,0,0,0,9,4,0,1,2,1,0,1,5,1,0,1,1,2,0,0,0,1,0,1,0,0,1,1,6,0,0,2,0,1,0,2,0,4,7,1,0,4,2,0,0,1
20091028,2,0,1,0,5,2,0,0,0,7,1,1,0,2,0,1,0,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,5,2,0,2,0,1,3,0,2,0,2,7,0,0,1,1,1,2,0
20091029,3,0,0,2,8,0,0,0,0,6,4,0,1,1,3,1,0,1,4,0,0,0,1,0,0,4,0,0,1,0,0,0,4,1,1,5,1,2,3,0,0,1,3,6,0,0,1,0,1,2,0
20091030,1,0,0,2,16,0,0,1,1,7,5,0,1,3,0,0,0,2,1,0,1,0,2,3,4,3,0,0,0,0,1,1,3,5,0,5,0,1,1,0,1,0,7,4,0,0,1,0,2,1,0
20091031,0,0,1,2,7,0,1,0,0,11,6,1,0,3,3,1,1,4,2,0,1,1,0,1,2,3,0,0,2,0,3,2,11,5,2,4,3,2,5,0,2,0,2,9,0,0,1,1,0,1,0
20091101,1,0,2,7,19,0,1,1,0,6,4,1,1,4,0,1,1,0,2,0,0,0,3,1,1,1,1,0,1,0,0,1,7,1,1,0,2,2,7,1,3,0,1,11,1,0,2,1,2,1,0
20091102,1,0,3,1,4,2,0,1,0,5,1,0,0,2,0,1,1,2,1,0,0,0,3,1,2,1,1,2,2,0,0,0,1,2,0,2,5,0,3,1,7,1,1,5,0,0,2,1,0,1,0
20091103,0,0,3,4,5,0,0,0,0,4,1,1,2,1,1,3,0,4,1,0,0,1,2,1,2,2,0,0,2,0,2,0,1,2,0,0,1,1,3,0,3,0,3,7,0,0,1,4,0,1,0
20091104,0,0,1,1,5,1,1,0,2,7,3,0,0,1,2,0,4,0,0,0,1,1,1,0,2,2,0,0,0,3,1,2,4,3,0,0,1,1,3,0,0,0,2,7,0,0,1,0,1,2,0
20091105,2,1,2,2,6,2,0,0,0,6,4,0,0,1,1,1,2,0,2,1,0,0,3,0,3,2,0,1,0,0,2,1,2,2,0,2,2,0,1,0,1,0,5,8,0,0,2,1,0,2,1
20091106,1,0,2,5,5,2,0,0,0,9,3,0,0,3,2,1,1,1,2,0,5,1,2,3,0,7,0,1,0,0,2,0,5,2,0,2,6,0,3,0,3,1,7,11,0,2,1,1,1,2,1
20091107,2,0,1,2,9,1,1,1,0,9,2,0,1,4,3,1,1,5,4,1,1,0,1,0,2,5,0,1,0,0,2,2,4,2,0,4,6,0,5,1,2,1,8,10,0,0,2,2,1,4,0
20091108,7,0,1,2,10,2,1,0,0,14,3,0,1,3,3,4,0,3,0,2,0,0,5,2,3,5,1,1,2,1,3,2,2,5,0,1,3,1,2,0,3,1,4,8,0,0,2,2,1,1,1
20091109,2,0,2,2,13,0,0,3,0,7,3,0,2,3,2,1,0,1,1,0,1,2,2,2,1,4,0,0,1,0,2,1,4,0,1,1,1,0,3,0,1,1,5,4,0,1,2,1,2,1,0
20091110,3,1,2,1,12,1,1,0,0,5,6,1,0,2,3,1,2,1,2,0,0,0,0,1,2,1,0,0,0,0,4,3,3,2,0,1,2,0,0,0,0,0,2,9,2,1,2,0,0,0,2
20091111,0,0,3,1,5,0,0,0,0,5,1,0,0,3,1,2,0,2,3,1,2,2,2,0,3,4,0,0,1,1,2,0,2,5,0,0,1,0,5,0,4,1,2,9,1,0,2,2,1,2,0
20091112,4,0,0,0,7,1,1,1,0,7,4,0,0,1,2,0,1,1,2,0,2,1,0,1,0,0,0,1,0,0,1,1,0,4,0,5,2,3,4,0,1,0,2,5,1,0,3,0,1,2,0
20091113,2,0,1,2,8,1,0,0,0,6,3,0,0,3,3,0,2,0,0,2,2,0,3,1,3,2,1,2,1,0,2,2,7,2,1,5,0,1,3,0,3,1,3,14,1,0,1,3,1,1,1
20091114,1,0,5,0,8,1,1,0,1,13,2,1,1,2,3,0,0,4,2,2,1,2,3,2,2,3,0,0,0,0,3,0,5,4,0,2,0,2,3,0,2,0,2,17,1,0,0,2,2,1,0
20091115,1,0,2,1,4,2,0,0,0,12,4,0,0,3,1,2,0,1,2,0,2,0,3,0,3,1,0,1,1,1,1,2,5,1,0,4,1,3,4,0,1,0,1,8,0,0,2,2,1,1,0
20091116,0,0,3,3,9,3,1,1,0,5,4,0,3,2,1,0,0,1,1,0,0,0,3,0,1,1,0,0,1,0,1,0,1,1,1,1,3,0,3,0,1,0,0,3,0,1,1,2,1,1,0
20091117,2,0,1,2,8,3,0,0,0,3,3,0,0,3,3,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,2,1,1,0,1,6,0,2,0,2,5,0,0,0,1,1,1,0
20091118,1,1,4,0,7,1,1,0,0,5,2,2,1,1,2,0,0,3,1,0,3,1,1,2,1,1,1,0,2,0,1,1,1,0,0,3,1,0,4,0,0,0,3,6,0,0,1,2,2,0,0
20091119,1,0,3,1,7,0,0,0,0,11,3,0,1,2,0,0,1,1,1,1,1,1,1,1,2,1,0,3,0,2,0,0,2,3,0,5,1,0,4,0,2,0,3,5,1,0,3,1,0,2,1
20091120,3,0,2,1,7,1,2,0,0,9,2,0,1,4,2,0,0,1,2,0,3,1,0,3,0,2,0,0,1,1,2,0,5,3,0,0,1,1,3,1,3,2,1,9,1,0,1,3,0,0,0
20091121,1,0,2,0,10,1,0,1,0,12,5,0,1,4,0,1,0,3,3,0,5,0,4,1,1,2,0,2,1,0,1,0,2,4,0,5,0,1,2,0,4,0,7,7,0,2,1,1,2,6,1
20091122,0,0,4,1,10,0,2,0,0,6,2,0,0,3,1,2,0,3,3,2,1,1,1,0,0,3,1,1,0,0,0,0,1,2,0,2,0,0,8,0,2,0,4,9,0,0,1,1,1,0,0
20091123,2,1,0,2,8,2,0,0,0,4,2,0,0,3,0,1,1,3,0,1,1,0,1,1,0,7,0,1,2,0,1,0,2,6,1,2,2,2,4,0,1,0,4,4,1,0,0,0,0,0,1
20091124,1,0,0,1,6,3,0,0,0,2,1,0,0,6,3,1,0,3,2,1,1,0,0,2,2,1,0,0,0,0,3,1,5,3,2,3,1,1,1,0,0,0,8,7,1,0,2,0,1,5,1
20091125,2,0,3,1,11,1,3,0,0,7,3,0,1,4,1,1,1,2,1,0,1,0,3,0,0,3,0,0,0,0,2,1,4,4,0,3,1,0,2,0,4,0,0,6,0,0,2,1,0,1,0
20091126,2,1,3,0,11,0,0,0,0,7,3,1,0,1,0,1,2,4,0,0,0,0,3,0,1,2,0,0,1,0,1,0,2,4,0,5,4,1,0,0,3,1,0,6,0,0,2,1,1,4,0
20091127,2,0,1,3,8,1,2,0,0,5,1,0,0,1,0,2,2,2,3,0,1,0,3,2,2,1,0,0,1,0,4,2,3,2,1,1,1,1,1,0,1,0,3,12,0,0,2,0,3,2,0
20091128,3,0,2,2,8,0,2,0,0,5,4,0,1,7,0,3,2,1,3,0,2,1,1,2,3,1,0,1,0,0,2,1,1,3,0,8,1,0,1,0,2,0,3,11,0,0,7,0,1,3,0
20091129,1,0,1,0,6,0,0,1,0,7,4,0,1,2,1,0,0,1,4,1,2,1,1,1,1,2,0,0,1,0,0,1,3,3,1,1,1,0,3,0,1,0,2,5,0,0,3,2,0,0,1
20091130,2,0,2,0,14,1,0,0,0,6,2,0,0,2,3,2,2,3,2,1,4,0,3,1,2,1,1,1,0,0,0,0,5,2,2,2,2,1,2,0,1,2,0,7,1,0,1,0,1,0,0
20091201,2,1,3,0,7,2,0,0,1,10,2,1,0,1,0,1,0,2,2,1,2,1,3,4,3,3,0,0,0,0,3,1,5,2,0,5,1,1,2,0,3,0,1,4,1,1,1,1,2,3,1
20091202,2,0,1,1,6,0,0,0,0,3,4,0,0,1,2,2,0,3,2,0,2,1,0,0,2,2,1,0,1,0,2,1,5,1,0,4,2,2,3,0,2,1,3,6,0,1,4,2,1,1,0
20091203,2,1,3,0,7,2,0,0,0,6,5,2,0,4,1,0,0,3,2,0,0,0,1,1,0,5,2,0,2,0,4,3,0,2,1,1,3,0,4,1,4,0,2,11,1,0,1,0,2,5,0
20091204,2,0,4,2,6,2,1,0,0,7,2,0,0,2,3,1,0,3,3,0,0,1,2,2,0,6,1,0,0,1,2,1,7,6,0,2,0,1,5,1,2,0,4,9,0,0,3,2,0,1,0
20091205,2,0,2,1,10,4,0,0,0,9,3,0,2,3,1,0,0,1,2,2,1,1,2,0,4,0,1,0,1,2,1,0,1,3,0,4,2,1,4,0,2,1,3,8,0,0,5,2,2,1,1
20091206,0,0,3,0,6,2,0,0,0,5,4,0,0,5,3,2,4,2,2,0,1,0,1,0,0,3,0,1,0,0,3,0,1,2,0,2,2,2,2,0,2,0,3,3,1,0,2,3,0,3,0
20091207,3,1,1,3,5,1,1,0,0,15,2,0,0,5,1,1,2,5,1,0,1,2,3,0,0,4,0,0,1,0,1,2,4,3,0,0,1,2,5,1,2,0,1,5,1,0,4,0,0,1,0
20091208,4,0,0,1,8,0,0,0,0,9,3,1,0,2,0,2,1,1,0,0,1,2,2,2,0,5,0,0,0,1,2,1,1,3,0,0,3,0,5,0,1,0,1,6,1,1,2,3,0,1,0
20091209,0,0,1,1,9,0,0,0,0,8,2,0,0,2,0,1,1,4,2,1,3,1,3,1,0,3,1,1,1,0,1,1,5,7,0,2,2,1,2,0,2,0,2,7,0,0,1,1,0,0,0
20091210,2,0,1,5,8,0,0,0,0,4,2,0,0,2,1,2,0,2,0,0,1,0,1,1,2,0,0,1,0,0,0,0,1,3,0,1,3,0,2,1,1,0,1,6,0,0,0,1,3,1,0
20091211,3,0,1,0,7,0,0,1,0,6,4,0,1,6,5,0,1,1,2,0,2,1,6,0,1,3,1,0,0,0,1,1,6,4,0,3,0,0,0,1,1,0,3,5,1,0,1,0,1,1,0
20091212,3,0,2,0,13,0,0,0,0,10,1,0,0,2,2,2,1,2,2,1,1,0,3,2,4,5,0,0,0,0,2,0,4,3,0,3,1,3,4,2,1,0,1,12,0,0,1,4,0,0,0
20091213,2,2,1,1,8,1,1,0,0,9,1,0,0,5,3,0,2,2,0,0,1,1,2,1,1,1,0,0,0,1,1,0,7,4,0,4,2,1,11,1,2,0,4,9,0,0,3,0,2,1,2
20091214,2,1,1,3,10,0,1,1,0,7,4,0,0,1,2,0,0,1,1,0,1,1,1,1,1,2,0,2,1,0,2,0,3,2,0,4,2,1,1,0,1,0,4,7,1,0,4,0,0,0,0
20091215,0,0,0,2,11,1,1,0,0,7,1,0,1,1,2,0,1,2,1,2,2,0,4,1,1,2,1,0,0,0,1,1,2,1,0,4,0,1,3,0,1,1,2,6,0,0,1,1,1,1,0
20091216,1,0,2,1,7,4,0,0,0,3,4,1,0,3,3,0,1,3,4,0,0,2,3,0,3,3,1,0,1,0,0,1,1,2,0,4,0,1,0,0,2,0,2,4,0,0,2,1,0,0,0
20091217,4,0,2,0,5,2,0,1,0,6,3,0,0,4,3,0,4,2,1,1,1,0,1,0,0,2,1,0,1,0,4,0,5,5,0,2,2,1,1,1,4,0,1,5,0,0,3,1,0,1,0
20091218,1,0,3,0,9,0,1,1,0,9,2,0,2,1,0,1,0,0,2,0,0,0,2,1,1,0,2,2,0,0,1,3,2,2,0,2,0,2,5,0,2,1,5,8,0,1,1,2,2,2,0
20091219,0,0,4,0,6,0,2,0,0,10,3,1,0,2,1,1,1,1,1,0,0,1,3,0,1,2,0,0,1,0,0,2,0,1,0,5,0,2,3,0,3,0,1,8,0,1,2,2,0,3,1
20091220,1,0,0,1,8,0,0,0,0,8,1,0,0,3,0,0,1,2,1,0,1,1,3,0,1,3,0,2,0,0,0,0,1,2,0,3,0,1,3,0,1,0,1,8,0,0,1,1,0,1,0
20091221,3,0,4,2,8,0,1,0,0,11,1,0,0,2,1,0,1,2,1,0,0,0,2,2,1,1,1,0,0,0,1,1,4,3,0,3,1,1,1,0,1,0,2,7,0,0,1,1,0,1,0
20091222,3,0,2,0,6,1,0,1,2,4,3,0,0,1,2,1,4,3,1,0,0,0,1,0,0,6,0,2,0,0,1,0,1,2,0,2,1,0,0,0,3,0,4,5,3,1,0,0,0,0,0
20091223,1,0,2,0,7,3,0,0,0,6,5,0,1,1,1,0,3,1,3,1,0,1,5,1,1,3,0,3,0,0,1,2,0,0,1,2,3,1,4,0,3,0,4,7,0,0,1,1,1,1,0
20091224,2,0,3,2,12,0,1,0,0,6,0,0,0,2,1,0,0,1,2,1,0,3,1,2,1,1,0,1,1,0,0,0,2,0,0,4,5,2,2,2,1,0,2,9,0,1,4,1,0,3,0
20091225,2,0,3,0,6,2,1,0,0,7,6,0,0,0,1,0,0,1,1,0,1,0,1,1,2,2,0,0,0,0,2,1,2,3,0,4,3,0,2,0,2,0,2,5,0,0,2,0,0,0,0
20091226,4,0,1,0,7,1,0,0,0,6,1,0,1,1,0,1,0,5,1,0,1,0,2,0,3,2,1,0,1,0,0,0,2,2,0,2,1,3,2,0,2,0,1,9,0,0,2,3,1,2,0
20091227,3,0,2,3,6,0,4,0,0,4,3,0,0,2,0,0,1,0,1,0,1,2,0,0,1,1,0,1,0,0,0,1,2,1,0,5,3,1,2,0,1,1,1,5,0,2,1,3,1,3,0
20091228,0,0,0,0,4,0,0,0,1,5,2,1,3,2,2,1,0,4,2,1,0,0,2,1,0,1,3,1,0,1,4,0,2,2,0,2,0,1,3,0,2,0,4,3,0,0,4,0,0,2,1
20091229,4,0,3,2,9,1,0,0,0,2,1,0,1,2,4,1,0,1,1,0,1,0,1,0,2,2,0,1,1,0,3,0,2,2,1,1,1,1,2,0,3,0,1,7,1,1,1,0,0,0,1
20091230,1,0,4,0,6,0,0,0,0,5,3,0,0,1,2,1,1,3,2,2,1,0,1,2,2,3,0,0,0,0,0,0,2,0,1,4,3,1,3,1,1,0,0,5,1,0,3,1,2,0,2
20091231,2,0,1,0,8,1,1,0,0,7,4,0,0,2,0,0,1,1,1,1,0,2,0,0,1,1,3,0,1,0,1,2,1,5,0,4,0,0,3,1,2,0,6,9,0,0,1,0,0,3,0
20100101,3,0,5,0,16,1,0,0,0,13,5,2,0,0,2,0,1,3,4,1,2,1,1,2,4,0,1,0,0,0,0,1,2,5,0,3,0,0,3,0,0,2,6,20,0,0,3,2,2,4,0
20100102,2,0,2,2,6,0,2,1,0,5,1,0,0,3,0,0,0,1,3,0,2,1,4,1,0,2,0,0,1,0,0,0,1,2,0,1,2,0,0,1,2,0,0,7,0,0,1,0,1,1,0
20100103,1,0,1,0,6,0,1,0,1,5,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,2,1,0,0,2,2,0,2,0,1,0,1,7,0,0,0,2,1,2,1
20100104,3,0,2,2,2,0,1,1,0,4,2,0,0,1,0,0,0,5,2,0,0,1,0,0,3,0,0,0,1,1,1,0,7,2,0,5,2,0,3,0,4,0,2,5,0,0,1,0,0,0,1
20100105,3,0,0,0,7,2,0,1,0,2,2,0,1,2,2,0,1,3,2,0,1,0,3,2,2,1,0,0,0,0,1,0,6,3,0,2,1,0,2,0,1,0,1,5,1,0,3,1,0,1,0
20100106,2,0,0,1,2,0,1,0,0,3,3,0,0,1,0,1,0,2,1,1,0,0,3,1,2,2,0,0,0,0,2,1,3,3,0,0,0,0,3,0,1,0,5,2,0,0,1,0,1,1,0
20100107,5,1,0,0,6,0,1,0,0,8,5,1,0,5,4,1,0,2,0,0,1,0,1,1,3,2,0,0,0,0,0,1,3,4,0,1,4,0,2,0,5,0,1,4,0,1,2,1,0,0,0
20100108,0,0,2,0,6,0,1,0,0,5,3,0,0,2,4,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1,2,0,1,5,0,0,1,0,5,0,1,0,2,9,0,0,1,1,1,0,1
20100109,0,0,5,0,5,0,3,1,0,8,4,0,1,1,2,0,1,2,4,0,0,1,0,1,1,1,0,0,1,1,1,1,5,4,0,2,1,1,2,1,4,0,4,6,0,0,0,2,0,1,0
20100110,2,0,2,2,4,0,3,1,0,1,1,1,0,3,1,0,0,1,1,0,0,1,3,0,2,2,0,0,0,2,1,0,2,1,1,2,0,0,3,1,0,1,1,1,0,1,2,2,1,0,0
20100111,4,0,2,1,2,1,0,1,0,4,6,0,0,1,2,1,1,0,0,0,1,1,2,0,2,0,0,0,0,0,1,0,4,1,0,0,1,2,2,0,5,0,2,8,0,0,1,0,1,1,0
20100112,1,0,3,1,3,0,1,1,0,5,0,1,0,0,2,0,3,1,2,0,0,0,4,3,1,3,0,1,0,0,1,1,2,6,0,0,0,0,4,0,4,1,2,8,0,0,2,0,0,0,0
20100113,2,0,2,1,9,0,0,0,0,7,1,0,0,4,2,1,3,5,2,0,1,0,3,0,2,0,0,0,0,0,0,0,1,4,0,6,3,1,2,0,1,0,0,3,0,0,0,1,1,0,0
20100114,3,0,0,0,4,0,1,0,0,6,3,2,1,1,0,0,0,3,2,2,1,2,5,2,0,3,1,1,0,0,3,1,7,1,2,4,3,1,4,0,0,2,1,8,1,1,2,0,1,2,0
20100115,4,0,5,2,6,0,0,0,0,3,5,0,0,2,2,1,0,1,1,0,0,0,1,1,1,3,0,0,1,0,2,3,3,4,0,1,0,1,1,0,2,0,1,9,0,1,2,0,0,1,0
20100116,3,0,0,1,3,1,1,0,1,9,4,0,0,2,1,1,3,1,3,0,1,2,0,1,0,1,0,1,1,0,1,0,9,2,0,1,3,1,4,0,1,0,3,5,0,0,2,2,1,0,0
20100117,3,1,0,4,10,0,0,0,0,10,3,0,0,1,2,0,2,4,2,0,1,0,0,0,0,0,0,0,1,1,1,1,3,5,0,1,1,0,3,0,0,0,0,9,0,0,2,1,1,0,0
20100118,2,0,2,2,6,0,0,0,0,5,2,1,1,1,0,1,0,3,1,0,0,2,2,1,2,3,0,0,0,2,0,2,4,5,0,0,1,0,1,0,0,1,4,8,0,0,1,0,2,0,0
20100119,0,0,2,0,7,1,1,0,0,7,2,2,0,3,1,1,1,3,1,1,2,3,1,0,3,2,0,1,0,0,0,2,2,2,0,2,0,1,5,0,1,0,4,2,0,0,1,0,2,1,0
20100120,1,0,1,0,1,0,2,0,0,9,2,0,1,4,1,0,1,0,0,1,2,0,1,1,1,2,0,0,2,0,1,2,2,2,0,4,2,0,0,0,1,1,0,7,0,0,2,1,1,0,0
20100121,5,0,1,1,4,0,1,0,0,3,3,0,0,2,2,1,1,4,1,0,2,0,3,2,2,0,0,0,0,1,1,3,2,3,0,3,1,0,2,0,3,0,1,8,1,0,3,0,0,1,0
20100122,1,0,1,1,4,0,2,0,0,7,2,1,0,2,0,0,0,1,3,0,0,0,0,0,2,1,1,0,1,1,3,0,2,3,0,1,2,1,2,0,3,0,2,9,0,0,2,0,4,0,0
20100123,2,1,0,0,6,1,1,0,0,11,1,2,1,2,1,0,0,2,3,0,2,1,1,2,2,0,1,0,2,1,3,0,4,5,0,1,1,1,2,0,0,0,2,8,0,0,4,2,0,1,0
20100124,4,0,2,0,14,1,0,0,0,7,2,0,0,2,3,2,1,0,0,0,0,2,2,0,1,1,0,0,0,0,2,0,4,0,0,1,0,0,1,0,1,0,4,3,0,0,3,2,0,0,0
20100125,1,0,2,0,1,1,1,0,0,7,3,0,0,1,3,4,0,0,2,0,0,2,2,0,2,0,0,2,1,0,1,0,4,1,0,3,2,1,4,0,0,1,2,5,0,1,4,0,0,0,0
20100126,0,0,1,0,4,0,0,0,0,7,2,1,1,0,1,0,1,4,1,0,2,1,2,0,0,1,0,0,3,0,1,0,3,0,0,2,1,1,5,0,0,0,1,9,1,0,0,0,0,0,1
20100127,0,0,1,0,6,1,1,0,0,7,1,1,0,2,2,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,2,4,0,1,0,1,1,0,4,0,2,9,0,0,4,1,0,0,0
20100128,5,0,2,1,3,1,2,1,0,3,4,0,0,0,2,1,1,1,0,1,0,1,4,1,2,3,0,0,0,1,0,4,3,2,0,2,0,1,5,1,1,0,0,3,1,0,0,1,0,0,0
20100129,2,1,4,0,5,1,1,0,0,8,1,0,1,3,1,0,1,0,1,1,1,2,2,3,2,1,1,0,2,1,2,1,2,3,1,1,0,1,1,0,2,0,3,8,1,0,3,2,0,0,0
20100130,2,1,0,1,7,3,1,0,0,5,2,0,0,2,1,0,0,0,0,2,2,0,0,0,1,4,0,1,0,0,1,1,3,3,0,5,0,0,2,0,1,0,0,7,0,0,2,2,1,1,0
20100131,0,0,1,1,9,0,0,0,0,8,2,0,0,2,1,0,1,2,2,0,0,1,2,0,2,1,1,0,1,0,1,1,1,1,0,2,1,0,4,0,4,0,5,4,0,1,1,2,0,0,0
20100201,2,0,1,0,4,0,0,0,0,3,2,0,0,3,1,0,1,1,1,1,3,3,1,2,1,2,1,0,1,0,1,0,4,1,0,1,0,2,1,0,4,0,6,6,2,0,0,0,3,2,0
20100202,2,0,2,0,7,1,0,0,0,13,4,0,0,3,0,3,2,1,0,0,0,0,6,1,1,2,0,0,0,1,1,0,2,1,0,1,1,0,1,0,0,0,1,2,0,0,2,0,0,2,1
20100203,0,0,2,2,3,0,0,0,0,6,6,0,0,1,0,1,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,2,3,3,1,2,4,1,2,0,3,0,2,4,0,0,1,1,1,2,1
20100204,2,0,4,0,9,1,3,0,0,6,3,0,0,3,1,2,0,0,3,0,2,1,0,1,1,2,0,1,1,1,3,2,0,1,0,7,0,1,2,0,1,0,4,10,0,0,1,2,1,1,0
20100205,3,0,3,1,9,0,0,0,0,5,5,0,0,6,2,0,2,2,0,1,1,2,3,0,1,2,0,1,0,0,0,0,0,2,0,5,1,1,3,0,2,0,2,10,0,0,1,2,1,1,0
20100206,3,0,3,0,12,0,0,0,0,11,2,0,0,0,0,3,0,0,2,0,0,1,3,1,1,0,0,0,1,0,0,0,3,3,1,2,0,0,0,0,0,0,2,14,0,0,1,0,0,1,0
20100207,1,0,0,1,10,0,1,0,0,5,2,0,0,4,1,1,2,1,2,0,0,1,1,1,0,1,0,1,0,0,1,1,2,1,0,1,1,0,3,0,2,0,6,10,0,0,0,0,1,0,1
20100208,2,0,2,0,6,1,0,0,0,4,6,1,0,0,0,1,0,1,2,1,0,1,5,1,5,2,0,1,0,0,1,0,1,3,0,2,0,0,0,0,2,0,1,5,0,0,1,2,0,1,0
20100209,1,0,2,0,5,0,1,1,0,8,4,1,0,3,2,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,1,1,3,0,3,0,0,4,0,2,1,4,2,0,0,0,2,0,0,0
20100210,1,0,1,2,3,1,0,0,0,5,0,0,1,1,1,0,0,0,2,0,0,0,4,0,2,1,0,0,1,2,1,0,2,0,0,1,0,1,3,2,1,0,1,8,1,0,1,0,0,1,0
20100211,0,0,2,0,4,1,1,0,0,5,4,1,0,0,2,1,1,1,3,0,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,1,5,1,4,0,0,0,0,7,0,0,0,0,1,0,0
20100212,6,0,2,0,9,1,0,0,0,6,4,0,0,2,1,0,2,3,3,0,1,0,0,1,1,1,1,0,0,0,0,0,4,1,1,0,1,0,4,1,2,0,4,5,0,0,1,0,0,1,0
20100213,1,0,1,0,4,3,0,0,0,5,4,0,1,1,0,0,1,1,3,1,0,0,2,0,3,0,0,0,0,0,1,2,1,4,0,3,1,1,1,0,2,0,2,7,0,0,2,0,0,0,0
20100214,0,0,1,1,13,1,0,0,0,7,6,0,0,1,1,0,0,1,2,0,1,1,0,2,3,2,0,2,0,0,0,1,1,2,0,2,0,1,5,0,2,0,0,9,0,0,2,2,0,1,0
20100215,1,0,0,2,7,1,0,0,0,7,1,0,1,2,3,0,0,3,1,0,1,0,0,0,2,2,0,3,1,0,1,0,2,2,0,0,1,0,3,0,0,0,2,5,0,0,1,1,0,3,0
20100216,1,0,2,1,5,0,1,0,0,3,1,0,0,2,0,3,0,3,4,2,0,0,1,0,3,4,0,1,1,0,1,0,0,3,0,0,0,0,2,0,2,0,1,6,0,0,1,1,0,0,0
20100217,1,0,4,2,5,0,0,1,0,5,3,0,1,1,1,1,1,2,2,0,3,0,0,1,1,0,0,1,1,0,0,0,4,3,0,2,1,0,1,0,1,0,3,8,0,0,0,2,0,0,0
20100218,2,0,1,1,6,0,1,0,0,10,2,0,0,1,1,0,1,1,3,0,1,0,1,0,3,1,0,0,1,0,2,0,1,4,1,2,2,1,2,0,2,0,1,5,3,0,0,1,0,1,1
20100219,3,0,1,1,7,0,1,0,0,7,3,2,0,0,3,1,1,3,3,0,0,1,1,0,2,1,0,1,0,0,0,0,3,0,0,3,2,0,1,0,1,0,2,5,1,0,2,1,1,0,0
20100220,1,0,2,0,8,3,0,1,1,5,3,0,0,4,1,1,2,2,3,0,2,2,3,0,1,4,0,0,0,1,4,1,3,3,0,1,2,2,2,0,3,0,1,8,0,0,0,1,0,3,0
20100221,0,0,2,1,6,1,1,0,0,8,4,0,0,2,3,1,3,1,0,0,0,0,3,0,1,1,0,0,1,0,1,1,0,2,0,2,0,0,4,0,4,0,0,9,0,0,1,1,1,1,0
20100222,0,0,1,1,7,1,0,0,0,10,5,0,1,1,2,0,0,0,1,0,0,0,5,0,2,0,1,0,2,0,3,0,5,1,0,1,1,2,0,0,0,0,2,5,0,0,3,1,0,1,1
20100223,1,0,0,0,7,1,0,0,0,4,3,1,0,2,7,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,1,3,3,0,0,1,1,1,0,0,0,1,3,0,1,0,1,0,1,0
20100224,0,0,1,0,7,0,1,0,0,5,3,0,0,1,2,1,1,0,1,0,2,0,2,0,0,1,0,2,0,0,0,2,2,1,0,3,1,1,1,0,0,0,4,6,0,0,1,0,0,1,0
20100225,0,0,1,1,8,0,0,1,0,8,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,1,0,3,2,1,2,2,2,1,2,5,1,0,0,1,1,2,1
20100226,3,0,2,1,6,1,0,0,0,8,1,0,1,1,2,1,0,1,1,1,0,0,3,0,2,1,0,0,0,1,0,1,0,0,0,3,4,0,4,0,2,0,0,8,0,0,1,1,0,1,0
20100227,5,0,4,1,13,1,0,1,0,8,3,1,0,1,2,1,1,2,3,0,3,0,2,1,1,5,1,0,0,0,0,1,2,3,0,2,2,0,2,0,3,0,4,8,0,0,1,0,1,3,0
20100228,2,0,4,0,7,0,1,0,0,9,1,0,0,2,1,0,0,2,3,0,0,2,1,0,2,1,1,0,0,0,1,0,3,1,0,0,1,1,2,0,5,0,4,11,0,0,0,1,0,2,2
